km_driven,age,location,brand,model,vehicle_type,engine_capacity,origin,price
9577,6,Quận 11,Honda,CBR,Tay côn/Moto,100 - 175 cc,Nước khác,35.0
30000,6,Quận 11,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,25.0
12000,4,Quận 11,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,80.0
40000,14,Quận 11,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,9.5
250,9,Quận 11,Honda,Blade,Xe số,50 - 100 cc,Thái Lan,6.0
30000,5,Quận 11,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,31.5
4400,2,Quận 11,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,68.0
1000,13,Quận 11,Suzuki,Hayate,Tay ga,100 - 175 cc,Nhật Bản,3.7
15000,7,Quận 11,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,72.0
70000,24,Quận 11,Honda,@,Xe số,100 - 175 cc,Trung Quốc,7.0
100000,15,Quận 11,Yamaha,Nouvo,Tay ga,100 - 175 cc,Nhật Bản,5.5
26000,11,Quận 11,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,20.8
40000,7,Quận 11,Honda,Lead,Tay ga,Other,Bảo hành hãng,26.5
7000,6,Quận 11,KTM,Duke 250,Tay côn/Moto,Trên 175 cc,Đang cập nhật,47.0
38000,14,Quận 11,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,94.8
19000,9,Quận 11,Honda,Dream,Xe số,100 - 175 cc,Việt Nam,25.0
20000,17,Quận 11,Honda,SH,Tay ga,100 - 175 cc,Đang cập nhật,50.0
4600,2,Quận 11,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,38.8
10000,13,Quận 11,Suzuki,Xbike,Xe số,100 - 175 cc,Nhật Bản,8.5
35000,7,Quận 11,Honda,Winner,Tay côn/Moto,100 - 175 cc,Nước khác,17.0
50000,8,Quận 11,Honda,Winner,Tay côn/Moto,100 - 175 cc,Đang cập nhật,11.0
1000,14,Quận 11,Yamaha,Luvias,Tay ga,100 - 175 cc,Việt Nam,12.0
53993,15,Quận 11,SYM,EZ,Xe số,100 - 175 cc,Đài Loan,4.5
30000,6,Quận 11,Piaggio,Vespa,Tay ga,100 - 175 cc,Việt Nam,39.8
48000,10,Quận 11,Honda,Lead,Tay ga,50 - 100 cc,Việt Nam,16.5
32,17,Quận 11,Piaggio,Zip,Tay ga,100 - 175 cc,Đang cập nhật,6.9
18000,9,Quận 11,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,22.8
15000,7,Quận 11,Honda,SH Mode,Tay ga,100 - 175 cc,Việt Nam,38.5
18000,9,Quận 11,Honda,Lead,Tay ga,100 - 175 cc,Việt Nam,18.5
8800,3,Quận 11,Honda,SH Mode,Tay ga,100 - 175 cc,Việt Nam,49.5
18000,10,Quận 11,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,19.5
5500,1,Quận 11,Honda,SH Mode,Tay ga,100 - 175 cc,Việt Nam,62.5
9500,2,Quận 11,Honda,Vario,Tay ga,100 - 175 cc,Việt Nam,45.8
3000,1,Quận 11,Yamaha,PG-1,Xe số,100 - 175 cc,Việt Nam,28.5
10000,4,Quận 11,Honda,Vario,Tay ga,100 - 175 cc,Việt Nam,35.3
1300,1,Quận 11,Honda,Vario,Tay ga,100 - 175 cc,Việt Nam,40.5
14234,6,Quận 11,Honda,Future,Xe số,100 - 175 cc,Nhật Bản,27.8
45000,13,Quận 11,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,11.5
2500,3,Quận 11,Honda,Future,Xe số,100 - 175 cc,Việt Nam,3.2
100000,15,Quận 11,SYM,Attila,Tay ga,100 - 175 cc,Nước khác,2.5
82000,14,Quận 11,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,10.3
24000,3,Quận 11,Yamaha,Janus,Tay ga,100 - 175 cc,Việt Nam,20.0
12000,3,Quận 11,Honda,CG125Fi,Tay ga,100 - 175 cc,Việt Nam,41.0
15,15,Quận 11,Honda,Future,Xe số,100 - 175 cc,Việt Nam,18.0
34017,15,Quận 11,Yamaha,Taurus,Xe số,50 - 100 cc,Nhật Bản,5.3
31000,11,Quận 11,Honda,Future,Xe số,100 - 175 cc,Đang cập nhật,12.5
50000,14,Quận 11,Honda,Click,Tay ga,100 - 175 cc,Đang cập nhật,7.0
19000,5,Quận 11,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,26.8
25000,12,Quận 11,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,18.3
21000,4,Quận 11,Honda,Vario,Tay ga,100 - 175 cc,Nước khác,36.3
15000,7,Quận 11,Honda,Vario,Tay ga,100 - 175 cc,Nước khác,48.5
20000,10,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Nước khác,12.6
43000,16,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,9.2
10,19,Quận 12,Yamaha,Exciter,Xe số,100 - 175 cc,Việt Nam,45.5
39000,16,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Thái Lan,7.7
14000,1,Quận 12,Honda,SH,Tay ga,Trên 175 cc,Đang cập nhật,99.999999
30000,16,Quận 12,SYM,Wolf,Tay côn/Moto,100 - 175 cc,Đang cập nhật,10.0
21025,2,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Nhật Bản,15.0
1185,2,Quận 12,Honda,SH Mode,Tay ga,100 - 175 cc,Nhật Bản,61.0
31000,5,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nhật Bản,75.0
8122,2,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nhật Bản,68.8
2236,4,Quận 12,Harley Davidson,48,Tay côn/Moto,Trên 175 cc,Mỹ,325.0
18000,26,Quận 12,Honda,Dream,Xe số,50 - 100 cc,Nhật Bản,11.5
10000,4,Quận 12,Kymco,Candy Hi,Tay ga,Dưới 50 cc,Đài Loan,15.0
39000,17,Quận 12,Yamaha,Mio,Tay ga,100 - 175 cc,Thái Lan,5.8
39000,15,Quận 12,Honda,Lead,Tay ga,100 - 175 cc,Thái Lan,6.9
39000,12,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Thái Lan,9.8
54545,17,Quận 12,Honda,Click,Tay ga,100 - 175 cc,Nhật Bản,8.5
94256,13,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,7.5
20000,13,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Đang cập nhật,14.0
39000,15,Quận 12,Suzuki,Hayate,Tay ga,100 - 175 cc,Thái Lan,4.9
39000,16,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Thái Lan,6.9
39000,11,Quận 12,Yamaha,Luvias,Tay ga,100 - 175 cc,Thái Lan,7.9
25000,13,Quận 12,SYM,Attila,Tay ga,100 - 175 cc,Đang cập nhật,3.5
39000,17,Quận 12,Yamaha,Mio,Tay ga,100 - 175 cc,Thái Lan,5.7
66666,16,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,10.5
45678,14,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,7.0
50000,13,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,8.49
3300,3,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,25.8
3000,1,Quận 12,Honda,Future,Xe số,100 - 175 cc,Việt Nam,30.0
19000,13,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Đang cập nhật,8.9
20,6,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Đang cập nhật,18.4
25000,15,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,6.7
25000,15,Quận 12,Honda,Click,Tay ga,100 - 175 cc,Đang cập nhật,6.5
39000,15,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Hàn Quốc,5.7
4000,2,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,50.0
90000,18,Quận 12,Yamaha,Mio,Tay ga,100 - 175 cc,Nước khác,7.5
19000,14,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Đang cập nhật,179.0
18000,13,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nước khác,4.5
30000,9,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,11.0
8000,2,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Đang cập nhật,72.0
15,15,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,4.77
15,15,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,4.27
15,15,Quận 12,Honda,Dream,Xe số,100 - 175 cc,Nhật Bản,3.97
25000,17,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,6.5
9999,27,Quận 12,Honda,67,Tay côn/Moto,100 - 175 cc,Nhật Bản,12.0
6068,4,Quận 12,Yamaha,MT,Tay côn/Moto,100 - 175 cc,Thái Lan,58.0
19100,15,Quận 12,Honda,Future,Xe số,100 - 175 cc,Việt Nam,55.9
4587,12,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,9.5
0,0,Quận 12,Honda,Dòng khác,Xe số,100 - 175 cc,Việt Nam,5.9
11100,4,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,25.999
16,6,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,13.5
24000,4,Quận 12,Yamaha,Grande,Tay ga,100 - 175 cc,Việt Nam,30.0
50000,20,Quận 12,SYM,Attila,Tay ga,100 - 175 cc,Đài Loan,1.234567
60000,14,Quận 12,Honda,Future,Xe số,100 - 175 cc,Nhật Bản,30.0
40000,3,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,29.5
20000,13,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Thái Lan,45.0
9000,6,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Đang cập nhật,86.0
27000,11,Quận 12,Piaggio,Vespa,Tay ga,100 - 175 cc,Nước khác,21.5
5000,28,Quận 12,Hãng khác,Dòng khác,Tay côn/Moto,100 - 175 cc,Hàn Quốc,10.5
18000,3,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,20.0
21345,8,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,8.9
0,17,Quận 12,Honda,Lead,Tay ga,100 - 175 cc,Nước khác,6.0
60000,12,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Nhật Bản,15.0
50000,18,Quận 12,Kawasaki,Kawasaki,Xe số,100 - 175 cc,Nhật Bản,3.5
99999,27,Quận 12,Honda,Dòng khác,Tay côn/Moto,100 - 175 cc,Thái Lan,15.0
20000,13,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,10.5
46000,9,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,23.0
2000,15,Quận 12,Honda,Dream,Xe số,50 - 100 cc,Nhật Bản,11.6
100000,23,Quận 12,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,15.0
44338,9,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,26.0
10000,2,Quận 12,Hãng khác,Dòng khác,Tay ga,Trên 175 cc,Việt Nam,34.9
12345,4,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,22.5
44000,12,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,55.0
7500,11,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,16.5
17000,15,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Đang cập nhật,135.0
17000,5,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Nhật Bản,28.0
29999,16,Quận 12,Honda,Cub,Xe số,Dưới 50 cc,Nhật Bản,18.0
11000,3,Quận 12,Suzuki,Satria,Tay côn/Moto,100 - 175 cc,Nước khác,30.0
0,1,Quận 12,Hãng khác,Dòng khác,Tay ga,Dưới 50 cc,Đang cập nhật,14.0
26500,6,Quận 12,Suzuki,GSX,Tay côn/Moto,100 - 175 cc,Đang cập nhật,25.9
3500,3,Quận 12,Yamaha,Dòng khác,Tay côn/Moto,100 - 175 cc,Đang cập nhật,40.0
14000,15,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Đang cập nhật,145.0
43955,8,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,70.0
1389,3,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Đang cập nhật,28.0
76000,15,Quận 12,Hãng khác,Dòng khác,Tay ga,50 - 100 cc,Nước khác,5.0
39000,7,Quận 12,Yamaha,Janus,Tay ga,100 - 175 cc,Việt Nam,13.8
74000,17,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,11.0
35000,8,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,23.5
1,8,Quận 12,Honda,Winner,Tay côn/Moto,100 - 175 cc,Việt Nam,13.0
0,0,Quận 12,Yamaha,Freego,Tay ga,100 - 175 cc,Việt Nam,33.0
23000,12,Quận 12,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,10.0
10000,1,Quận 12,Honda,Vision,Tay ga,Other,Nhật Bản,32.0
10000,9,Quận 12,Yamaha,Dòng khác,Xe số,100 - 175 cc,Nhật Bản,109.0
9999,14,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nước khác,135.0
0,6,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Nước khác,25.0
35000,13,Quận 12,Yamaha,Dòng khác,Tay ga,100 - 175 cc,Nhật Bản,4.0
23000,8,Quận 12,Piaggio,Vespa,Tay ga,100 - 175 cc,Đang cập nhật,29.499999
21648,6,Quận 12,Honda,Winner,Tay côn/Moto,100 - 175 cc,Nhật Bản,13.0
45000,24,Quận 12,Honda,Future,Xe số,100 - 175 cc,Thái Lan,12.5
1500,0,Quận 12,Honda,Cub,Xe số,100 - 175 cc,Nhật Bản,25.5
35000,7,Quận 12,Honda,Vario,Tay ga,100 - 175 cc,Nước khác,41.5
8500,5,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Nước khác,38.0
30000,16,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,15.0
1000,14,Quận 12,Yamaha,Nouvo,Tay ga,100 - 175 cc,Đang cập nhật,5.0
18000,24,Quận 12,Honda,Future,Xe số,100 - 175 cc,Nhật Bản,46.0
25000,4,Quận 12,Yamaha,Nvx,Tay ga,100 - 175 cc,Đang cập nhật,35.0
50000,9,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nhật Bản,35.0
55000,6,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,19.0
40000,2,Quận 12,Honda,CBR,Tay côn/Moto,100 - 175 cc,Đang cập nhật,21.0
444,16,Quận 12,Piaggio,Vespa,Tay ga,100 - 175 cc,Việt Nam,9.5
100000,10,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Đang cập nhật,3.0
24605,18,Quận 12,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Trung Quốc,3.2
635,1,Quận 12,Suzuki,Satria,Tay côn/Moto,100 - 175 cc,Thái Lan,39.9
36000,14,Quận 12,Piaggio,Vespa,Tay ga,100 - 175 cc,Nước khác,17.0
35000,17,Quận 12,SYM,Attila,Tay ga,100 - 175 cc,Hàn Quốc,3.4
21000,10,Quận 12,Kawasaki,Z800,Tay côn/Moto,Trên 175 cc,Việt Nam,102.0
20000,5,Quận 12,Honda,Chaly,Xe số,50 - 100 cc,Nhật Bản,5.5
10000,14,Quận 12,SYM,Dòng khác,Tay ga,Dưới 50 cc,Đài Loan,6.5
17000,17,Quận 12,Yamaha,Jupiter,Xe số,50 - 100 cc,Việt Nam,9.5
900,1,Quận 12,Honda,Lead,Tay ga,100 - 175 cc,Nhật Bản,4.5
32458,20,Quận 12,Yamaha,Mio,Tay ga,100 - 175 cc,Nhật Bản,6.0
30000,16,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,14.5
36000,7,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,18.0
66666,16,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,7.5
2000,7,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,29.0
12000,16,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Đang cập nhật,105.0
50000,13,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Đang cập nhật,6.98
32000,13,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,9.2
21000,6,Quận 12,Honda,Citi,Xe số,100 - 175 cc,Đang cập nhật,12.5
60000,18,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,7.5
63000,18,Quận 12,Honda,Air Blade,Tay ga,50 - 100 cc,Việt Nam,9.0
100000,24,Quận 12,Honda,Dream,Xe số,100 - 175 cc,Trung Quốc,4.2
26619,12,Quận 12,Suzuki,GZ,Tay côn/Moto,100 - 175 cc,Đang cập nhật,38.5
100000,10,Quận 12,Hãng khác,Dòng khác,Tay côn/Moto,100 - 175 cc,Việt Nam,6.0
8368,2,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nhật Bản,72.0
2718,3,Quận 12,Honda,Future,Xe số,100 - 175 cc,Nhật Bản,30.0
27000,10,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Đang cập nhật,35.0
3000,2,Quận 12,Piaggio,Vespa,Tay ga,Dưới 50 cc,Ấn Độ,16.0
6000,9,Quận 12,Honda,Future,Xe số,100 - 175 cc,Việt Nam,16.5
30000,8,Quận 12,Yamaha,Grande,Tay ga,100 - 175 cc,Đang cập nhật,17.5
1800,0,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,40.0
28800,15,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,11.0
18800,15,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,11.0
3000,12,Quận 12,SYM,Attila,Tay ga,Other,Việt Nam,6.0
32000,6,Quận 12,Suzuki,Satria,Xe số,100 - 175 cc,Nước khác,22.0
2000,6,Quận 12,Triumph,Street Twin,Tay côn/Moto,Trên 175 cc,Đang cập nhật,250.0
30000,18,Quận 12,Honda,SCR,Tay ga,100 - 175 cc,Việt Nam,7.0
8000,2,Quận 12,Nioshima,Nio Fi 50cc,Tay ga,50 - 100 cc,Đài Loan,15.0
100000,10,Quận 12,Honda,Future,Xe số,100 - 175 cc,Nhật Bản,11.0
31000,4,Quận 12,KTM,RC 200,Tay côn/Moto,Trên 175 cc,Nước khác,33.0
12000,4,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,40.0
30000,15,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nước khác,68.0
7250,3,Quận 12,Kymco,Candy Hi,Tay ga,50 - 100 cc,Hàn Quốc,18.0
50000,8,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,17.0
20000,6,Quận 12,Honda,Vario,Tay ga,100 - 175 cc,Đang cập nhật,35.0
20000,15,Quận 12,SYM,Shark,Tay ga,100 - 175 cc,Việt Nam,7.0
7000,4,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,75.0
30000,5,Quận 12,Suzuki,Satria,Tay côn/Moto,100 - 175 cc,Nước khác,25.0
1000,2,Quận 12,Honda,Lead,Tay ga,100 - 175 cc,Việt Nam,49.0
70000,8,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Đang cập nhật,16.0
23060,4,Quận 12,Piaggio,Sprint,Tay ga,100 - 175 cc,Nước khác,32.0
60000,24,Quận 12,Honda,Future,Xe số,100 - 175 cc,Thái Lan,28.0
13000,3,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,28.0
65000,17,Quận 12,Honda,PS,Tay ga,100 - 175 cc,Nước khác,33.0
41726,17,Quận 12,Honda,Wave,Xe số,50 - 100 cc,Nhật Bản,8.5
70000,8,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Đang cập nhật,17.0
60000,14,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,7.0
10000,16,Quận 12,Kymco,Candy Hi,Tay ga,Dưới 50 cc,Đài Loan,10.8
48000,17,Quận 12,Honda,SH,Tay ga,Trên 175 cc,Việt Nam,50.0
113,21,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,16.8
100000,10,Quận 12,Honda,Wave,Xe số,50 - 100 cc,Hàn Quốc,1.8
20000,25,Quận 12,Honda,Cub,Xe số,Dưới 50 cc,Nhật Bản,20.0
1500,0,Quận 12,Hãng khác,Dòng khác,Tay ga,Dưới 50 cc,Trung Quốc,16.0
30000,15,Quận 12,Hãng khác,Dòng khác,Tay ga,100 - 175 cc,Việt Nam,9.0
60000,20,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Trung Quốc,3.8
99000,11,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,15.0
6200,1,Quận 12,Honda,SH Mode,Tay ga,100 - 175 cc,Việt Nam,58.0
9999,17,Quận 12,Honda,Dòng khác,Tay côn/Moto,100 - 175 cc,Nhật Bản,13.8
18000,21,Quận 12,Hãng khác,Dòng khác,Tay ga,100 - 175 cc,Việt Nam,8.0
40000,5,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,18.0
10000,11,Quận 12,Yamaha,Exciter,Xe số,100 - 175 cc,Nhật Bản,22.5
62000,1,Quận 12,Honda,SH Mode,Tay ga,100 - 175 cc,Việt Nam,58.0
60000,18,Quận 12,Honda,Air Blade,Tay ga,50 - 100 cc,Đang cập nhật,7.0
5800,2,Quận 12,Yamaha,Janus,Tay ga,50 - 100 cc,Việt Nam,23.0
35000,4,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,69.0
58408,16,Quận 12,Honda,Lead,Tay ga,50 - 100 cc,Việt Nam,8.0
36000,7,Quận 12,KTM,Duke 390,Tay côn/Moto,Trên 175 cc,Đang cập nhật,59.0
100000,22,Quận 12,Honda,Dream,Tay côn/Moto,50 - 100 cc,Hàn Quốc,4.5
11000,4,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,27.5
15000,17,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nước khác,62.0
4000,8,Quận 12,Yamaha,Exciter,Xe số,100 - 175 cc,Việt Nam,28.0
40000,9,Quận 12,Yamaha,Janus,Tay ga,100 - 175 cc,Việt Nam,12.0
24108,17,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nước khác,42.0
60000,13,Quận 12,Honda,Dòng khác,Tay ga,100 - 175 cc,Nhật Bản,7.0
15555,14,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Đang cập nhật,65.0
20000,15,Quận 12,SYM,Shark,Tay ga,100 - 175 cc,Việt Nam,7.5
5800,3,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,34.5
99997,24,Quận 12,Hãng khác,Dòng khác,Xe số,Trên 175 cc,Trung Quốc,3.7
99999,21,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,10.0
36600,23,Quận 12,Honda,Spacy,Tay ga,100 - 175 cc,Nhật Bản,50.0
2000,27,Quận 12,Suzuki,Sport / Xipo,Tay côn/Moto,100 - 175 cc,Đang cập nhật,280.0
40000,7,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,25.0
5000,7,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,7.0
0,6,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Đang cập nhật,20.5
70000,16,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,11.0
22000,15,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nước khác,110.0
100000,13,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,8.0
32000,8,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,68.8
26000,6,Quận 12,Honda,Winner,Tay côn/Moto,100 - 175 cc,Đang cập nhật,15.0
56000,13,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,8.0
20000,12,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Đang cập nhật,6.8
57000,7,Quận 12,Honda,Vario,Tay ga,100 - 175 cc,Đang cập nhật,50.0
6689,24,Quận 12,Kawasaki,Max,Xe số,50 - 100 cc,Nhật Bản,8.9
12000,1,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,29.0
60000,3,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,29.0
10000,12,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,8.0
11111,12,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,22.5
9999,2,Quận 12,Honda,Dòng khác,Tay ga,Dưới 50 cc,Nhật Bản,13.0
25000,19,Quận 12,Honda,CB,Tay côn/Moto,Trên 175 cc,Đang cập nhật,76.0
8000,9,Quận 12,Honda,SH,Tay ga,50 - 100 cc,Nhật Bản,60.0
20000,5,Quận 12,Suzuki,Raider,Tay côn/Moto,100 - 175 cc,Việt Nam,25.0
28000,5,Quận 12,Suzuki,Satria,Xe số,100 - 175 cc,Đang cập nhật,23.0
25,2,Quận 12,Honda,Vario,Tay ga,100 - 175 cc,Nước khác,45.0
58000,8,Quận 12,Honda,Blade,Xe số,100 - 175 cc,Nhật Bản,8.8
99999,18,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,10.0
21345,13,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,10.6
40000,2,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,21.5
20000,4,Quận 12,Honda,Winner,Tay côn/Moto,100 - 175 cc,Nhật Bản,15.0
17000,2,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,25.0
45000,8,Quận 12,Honda,Winner,Tay côn/Moto,100 - 175 cc,Việt Nam,25.0
34000,17,Quận 12,SYM,Attila,Tay ga,100 - 175 cc,Việt Nam,4.2
5000,6,Quận 12,Honda,Vario,Tay ga,100 - 175 cc,Việt Nam,37.0
29000,13,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,9.5
35900,7,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nước khác,222.222222
9999,3,Quận 12,Honda,ADV 150,Tay côn/Moto,100 - 175 cc,Thái Lan,24.5
3030,23,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,31.0
999,4,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,13.5
50000,6,Quận 12,Honda,Sonic,Tay côn/Moto,100 - 175 cc,Nhật Bản,20.5
100,3,Quận 12,Suzuki,GSX,Tay côn/Moto,100 - 175 cc,Nước khác,25.0
25000,16,Quận 12,Yamaha,Mio,Tay ga,100 - 175 cc,Đang cập nhật,5.0
39000,10,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Thái Lan,8.8
42000,5,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,79.0
55000,8,Quận 12,Honda,Winner,Tay côn/Moto,100 - 175 cc,Nhật Bản,15.5
8300,4,Quận 12,Honda,Dòng khác,Tay ga,100 - 175 cc,Nước khác,27.0
