km_driven,age,location,brand,model,vehicle_type,engine_capacity,origin,price
39000,13,Quận 12,Suzuki,Hayate,Tay ga,100 - 175 cc,Thái Lan,4.8
29686,15,Quận 12,Piaggio,LX,Tay ga,100 - 175 cc,Nước khác,8.0
50000,23,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nước khác,20.0
12345,17,Quận 12,SYM,Attila,Tay ga,100 - 175 cc,Đài Loan,2.5
39000,11,Quận 12,Yamaha,Nozza,Tay ga,100 - 175 cc,Thái Lan,7.7
5000,1,Quận 12,Honda,Scoopy,Tay ga,100 - 175 cc,Nước khác,36.0
25000,15,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Đang cập nhật,6.8
7283,6,Quận 12,Piaggio,Vespa,Tay ga,100 - 175 cc,Đang cập nhật,48.0
25000,16,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,7.7
1500,13,Quận 12,Honda,Vision,Tay ga,50 - 100 cc,Nhật Bản,10.5
1000,16,Quận 12,Honda,Dream,Xe số,100 - 175 cc,Việt Nam,58.5
11000,22,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,15.0
23,2,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,35.6
9999,15,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nhật Bản,128.0
3000,2,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,33.5
20,7,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,11.5
12345,7,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,14.5
25000,15,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,6.8
60000,7,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nhật Bản,69.0
50000,25,Quận 12,Honda,Future,Xe số,100 - 175 cc,Đang cập nhật,16.0
20000,8,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,16.2
22222,13,Quận 12,SYM,Shark,Tay ga,100 - 175 cc,Đài Loan,6.4
41000,7,Quận 12,Yamaha,MT,Tay côn/Moto,Trên 175 cc,Nhật Bản,54.0
22222,11,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Đang cập nhật,10.0
19000,12,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,12.4
69999,16,Quận 12,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,6.8
21000,2,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,17.0
10000,9,Quận 12,Honda,Lead,Tay ga,100 - 175 cc,Nhật Bản,20.5
30000,5,Quận 12,Yamaha,R,Tay côn/Moto,100 - 175 cc,Việt Nam,29.99
39000,15,Quận 12,Honda,Wave,Tay ga,100 - 175 cc,Đang cập nhật,6.6
90000,15,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,7.8
69000,13,Quận 12,Yamaha,Nouvo,Tay ga,100 - 175 cc,Nhật Bản,7.5
70000,8,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Đang cập nhật,17.5
10542,5,Quận 12,Yamaha,Exciter,Xe số,100 - 175 cc,Việt Nam,260.0
46000,21,Quận 12,Honda,Future,Xe số,100 - 175 cc,Việt Nam,14.5
50000,14,Quận 12,Honda,Lead,Tay ga,100 - 175 cc,Việt Nam,7.0
40000,17,Quận 12,Piaggio,Vespa,Tay ga,100 - 175 cc,Nước khác,11.5
54000,11,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Đang cập nhật,10.6
25000,13,Quận 12,SYM,Elegant,Xe số,100 - 175 cc,Đang cập nhật,5.7
80000,27,Quận 12,Honda,Dream,Xe số,50 - 100 cc,Nhật Bản,12.0
40000,26,Quận 12,Honda,Cub,Xe số,50 - 100 cc,Nhật Bản,8.5
53000,6,Quận 12,Yamaha,Nvx,Tay ga,100 - 175 cc,Việt Nam,28.0
50000,21,Quận 12,Suzuki,Dòng khác,Xe số,100 - 175 cc,Nước khác,7.0
69000,18,Quận 12,Yamaha,Jupiter,Xe số,100 - 175 cc,Đang cập nhật,7.9
40000,9,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,19.5
49000,7,Quận 12,Honda,Vario,Tay ga,100 - 175 cc,Nước khác,51.0
35000,6,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,12.0
49000,27,Quận 12,Honda,Wave,Xe số,50 - 100 cc,Thái Lan,30.5
40500,15,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,7.5
90000,12,Quận 12,Honda,Lead,Tay ga,100 - 175 cc,Việt Nam,8.5
25000,10,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Nước khác,8.8
1000,10,Quận 12,Yamaha,Nouvo,Tay ga,100 - 175 cc,Đang cập nhật,2.9
100000,16,Quận 12,Honda,Wave,Xe số,50 - 100 cc,Đang cập nhật,2.0
2600,2,Quận 12,Honda,Vario,Tay ga,100 - 175 cc,Ấn Độ,30.0
50000,4,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,82.0
15846,18,Quận 12,Hãng khác,Dòng khác,Xe số,Dưới 50 cc,Đài Loan,3.6
50325,4,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,80.0
100000,10,Quận 12,Yamaha,Nouvo,Tay ga,100 - 175 cc,Nhật Bản,3.0
30000,17,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Nhật Bản,6.2
1,16,Quận 12,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,6.8
66000,8,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,14.0
25000,9,Quận 12,Yamaha,Exciter,Xe số,100 - 175 cc,Việt Nam,21.75
38000,8,Quận 12,Yamaha,MT,Tay côn/Moto,Trên 175 cc,Nhật Bản,54.0
100000,21,Quận 12,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Trung Quốc,4.0
39000,5,Quận 12,Kawasaki,Z650,Tay côn/Moto,Trên 175 cc,Đang cập nhật,29.5
60000,8,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,25.0
50000,7,Quận 12,Suzuki,Raider,Tay côn/Moto,100 - 175 cc,Nước khác,18.7
30000,10,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,10.0
600,1,Quận 12,Suzuki,Satria,Tay côn/Moto,100 - 175 cc,Việt Nam,39.9
0,10,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,8.2
0,16,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,7.0
24958,9,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,22.6
6000,4,Quận 12,Nioshima,Nio Fi 50cc,Tay ga,Dưới 50 cc,Đang cập nhật,9.8
4000,4,Quận 12,Nioshima,Nio Fi 50cc,Tay ga,Dưới 50 cc,Đang cập nhật,9.8
16000,2,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,35.0
79797,15,Quận 12,Yamaha,Nouvo,Tay ga,100 - 175 cc,Nhật Bản,4.7
50000,7,Quận 12,Suzuki,Raider,Tay côn/Moto,100 - 175 cc,Nước khác,18.0
72000,8,Quận 12,Yamaha,Janus,Tay ga,100 - 175 cc,Nhật Bản,10.0
10000,4,Quận 12,Yamaha,Exciter,Xe số,Other,Nhật Bản,25.0
20000,17,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Nước khác,6.3
20000,15,Quận 12,Yamaha,Nouvo,Tay ga,100 - 175 cc,Nhật Bản,3.7
30000,15,Quận 12,Piaggio,Vespa,Tay ga,100 - 175 cc,Đang cập nhật,9.7
8190,3,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Ấn Độ,37.0
84000,13,Quận 12,Yamaha,Nozza,Tay ga,100 - 175 cc,Đang cập nhật,7.0
20000,16,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,14.3
32000,5,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,24.5
51000,24,Quận 12,Honda,Future,Xe số,100 - 175 cc,Việt Nam,12.5
7200,2,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,46.0
56000,9,Quận 12,Suzuki,Raider,Tay côn/Moto,100 - 175 cc,Nhật Bản,13.5
100000,3,Quận 12,Honda,Winner,Tay côn/Moto,100 - 175 cc,Nhật Bản,3.5
14000,12,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,7.5
6149,9,Quận 12,Honda,Winner,Tay côn/Moto,Trên 175 cc,Nhật Bản,16.0
50000,1,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,45.0
25000,13,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Đang cập nhật,9.8
25000,13,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Đang cập nhật,6.6
26000,9,Quận 12,Piaggio,GTS,Tay ga,100 - 175 cc,Việt Nam,32.0
25000,16,Quận 12,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Đang cập nhật,3.2
47625,4,Quận 12,Daelim,Dòng khác,Tay côn/Moto,100 - 175 cc,Hàn Quốc,28.0
43000,8,Quận 12,Suzuki,Raider,Tay côn/Moto,100 - 175 cc,Đang cập nhật,20.0
70000,9,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,22.5
48000,7,Quận 12,Honda,Winner,Xe số,100 - 175 cc,Việt Nam,16.8
28000,5,Quận 12,Suzuki,Satria,Tay côn/Moto,100 - 175 cc,Nước khác,25.0
60000,9,Quận 12,Honda,Winner,Tay côn/Moto,100 - 175 cc,Việt Nam,15.0
13000,4,Quận 12,Honda,Blade,Xe số,50 - 100 cc,Việt Nam,15.0
50000,13,Quận 12,Piaggio,LX,Tay ga,100 - 175 cc,Nước khác,9.5
5489,18,Quận 12,Honda,67,Xe số,50 - 100 cc,Việt Nam,2.5
6000,1,Quận 12,Piaggio,Liberty,Tay ga,100 - 175 cc,Nước khác,48.0
35400,8,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,12.0
100000,4,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Nhật Bản,25.0
22000,3,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,20.5
48000,8,Quận 12,Honda,PCX,Tay ga,100 - 175 cc,Việt Nam,35.0
25000,7,Quận 12,Honda,Blade,Xe số,100 - 175 cc,Đang cập nhật,9.3
15000,4,Quận 12,Honda,SH,Tay ga,Trên 175 cc,Thái Lan,103.0
70000,18,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,7.5
4300,6,Quận 12,Honda,SH Mode,Tay ga,100 - 175 cc,Việt Nam,45.0
44,24,Quận 12,Honda,Future,Xe số,100 - 175 cc,Việt Nam,13.8
20000,13,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,16.0
25000,11,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,19.5
37000,7,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,25.0
1400,15,Quận 12,Hãng khác,Dòng khác,Xe số,50 - 100 cc,Trung Quốc,4.4
23000,7,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,10.0
10325,3,Quận 12,Honda,SH,Tay ga,Trên 175 cc,Việt Nam,105.0
20000,4,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,21.95
24647,25,Quận 12,Honda,Future,Xe số,100 - 175 cc,Đang cập nhật,9.0
20000,12,Quận 12,Honda,Air Blade,Tay ga,Trên 175 cc,Việt Nam,15.0
3000,12,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,35.5
25000,6,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,23.8
28000,2,Quận 12,Honda,Dream,Xe số,50 - 100 cc,Thái Lan,45.0
19500,4,Quận 12,Honda,Future,Xe số,100 - 175 cc,Việt Nam,23.8
2300,0,Quận 12,Honda,Vario,Tay ga,100 - 175 cc,Việt Nam,50.0
15000,4,Quận 12,Piaggio,Vespa,Tay ga,100 - 175 cc,Nước khác,59.5
17431,0,Quận 12,Piaggio,Vespa,Tay ga,50 - 100 cc,Việt Nam,9.0
33000,13,Quận 12,Piaggio,Liberty,Tay ga,100 - 175 cc,Nước khác,8.5
16000,9,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,16.5
59110,15,Quận 12,Yamaha,Mio,Tay ga,100 - 175 cc,Nhật Bản,7.2
20000,16,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Thái Lan,32.0
61700,13,Quận 12,Piaggio,Fly,Tay ga,50 - 100 cc,Nước khác,5.2
100000,10,Quận 12,Hãng khác,Dòng khác,Xe số,Dưới 50 cc,Đài Loan,4.5
1000,14,Quận 12,Hãng khác,Dòng khác,Xe số,50 - 100 cc,Trung Quốc,5.5
59000,14,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,9.999
13000,5,Quận 12,Honda,CB,Tay côn/Moto,Trên 175 cc,Nước khác,150.0
3000,16,Quận 12,Piaggio,Zip,Tay ga,100 - 175 cc,Đang cập nhật,2.7
75000,11,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,13.0
15878,16,Quận 12,Yamaha,Nouvo,Tay ga,100 - 175 cc,Việt Nam,2.56
0,11,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,8.0
12000,11,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,8.0
40000,9,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Nhật Bản,7.8
1500,17,Quận 12,Honda,Click,Tay ga,50 - 100 cc,Nhật Bản,6.8
162,4,Quận 12,Honda,Vario,Tay ga,100 - 175 cc,Đang cập nhật,30.0
18000,13,Quận 12,Piaggio,Beverly,Tay ga,100 - 175 cc,Nước khác,6.0
25,5,Quận 12,Honda,Sonic,Tay côn/Moto,100 - 175 cc,Việt Nam,25.0
25000,13,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,8.1
25000,9,Quận 12,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Đang cập nhật,5.8
21000,14,Quận 12,SYM,Shark,Tay ga,100 - 175 cc,Việt Nam,6.0
50000,10,Quận 12,Yamaha,FZ,Tay côn/Moto,100 - 175 cc,Đang cập nhật,16.5
56789,12,Quận 12,Suzuki,Axelo,Tay côn/Moto,100 - 175 cc,Đang cập nhật,6.5
10000,14,Quận 12,Suzuki,Hayate,Tay ga,100 - 175 cc,Nhật Bản,2.5
62500,16,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,35.0
20000,8,Quận 12,Kymco,K-Pipe,Tay côn/Moto,100 - 175 cc,Đài Loan,9.0
6789,16,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,15.0
4100,3,Quận 12,Piaggio,Sprint,Tay ga,100 - 175 cc,Việt Nam,63.5
8700,2,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,16.8
55000,8,Quận 12,Honda,Future,Xe số,100 - 175 cc,Việt Nam,14.5
80000,9,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Nhật Bản,14.5
1600,9,Quận 12,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,30.7
80000,7,Quận 12,Yamaha,Nvx,Tay ga,100 - 175 cc,Nhật Bản,19.9
1111,6,Quận 12,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Trung Quốc,1.8
30000,17,Quận 12,Honda,Wave,Xe số,Other,Nhật Bản,9.0
48736,11,Quận 12,Piaggio,Liberty,Tay ga,100 - 175 cc,Việt Nam,13.9
43315,24,Quận 12,Honda,Dream,Xe số,100 - 175 cc,Thái Lan,14.0
65000,12,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Nhật Bản,10.5
12000,20,Quận 12,Yamaha,Nouvo,Tay ga,100 - 175 cc,Nước khác,2.9
30000,7,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,13.0
49000,11,Quận 12,Piaggio,Liberty,Tay ga,100 - 175 cc,Việt Nam,8.5
99999,9,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Nhật Bản,10.0
10000,13,Quận 12,Honda,Vision,Tay ga,Other,Nhật Bản,9.5
300,19,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nước khác,25.0
30000,3,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,22.5
1500,13,Quận 12,Honda,Vision,Tay ga,50 - 100 cc,Nhật Bản,10.5
10000,19,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,15.8
19000,15,Quận 12,Honda,Future,Xe số,100 - 175 cc,Việt Nam,55.0
51000,8,Quận 12,Honda,Winner,Tay côn/Moto,100 - 175 cc,Nhật Bản,13.0
1000,17,Quận 12,Honda,Wave,Xe số,50 - 100 cc,Nhật Bản,2.0
12000,2,Quận 12,Piaggio,Sprint,Tay ga,100 - 175 cc,Nước khác,58.0
25000,16,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,6.6
15000,10,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Nhật Bản,8.5
25000,11,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Đang cập nhật,7.7
20000,12,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Thái Lan,8.8
1853,6,Quận 12,Yamaha,Janus,Tay ga,100 - 175 cc,Nhật Bản,21.5
1853,6,Quận 12,Yamaha,Janus,Tay ga,100 - 175 cc,Nhật Bản,22.0
30000,17,Quận 12,Honda,Wave,Xe số,50 - 100 cc,Việt Nam,6.2
1,28,Quận 12,Hãng khác,Dòng khác,Xe số,Dưới 50 cc,Đang cập nhật,10.5
100000,17,Quận 12,Honda,Dream,Xe số,50 - 100 cc,Trung Quốc,3.35
45678,19,Quận 12,Suzuki,Viva,Xe số,100 - 175 cc,Việt Nam,4.1
20000,6,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Nước khác,16.3
1000,0,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,20.0
1,2,Quận 12,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Nước khác,4.2
60000,4,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,29.0
2400,1,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Thái Lan,18.5
10000,25,Quận 12,Honda,Cub,Xe số,50 - 100 cc,Nhật Bản,12.0
50000,8,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Đang cập nhật,18.0
72000,8,Quận 12,Yamaha,Janus,Tay ga,100 - 175 cc,Việt Nam,11.0
68050,11,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,15.0
100000,23,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Nước khác,28.0
900,15,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,8.5
10000,4,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,18.0
22222,13,Quận 12,SYM,Shark,Tay ga,100 - 175 cc,Đài Loan,9.8
65000,11,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,15.9
15000,16,Quận 12,SYM,Attila,Tay ga,100 - 175 cc,Đài Loan,3.9
10000,15,Quận 12,Yamaha,Nouvo,Tay ga,100 - 175 cc,Nhật Bản,4.3
5000,9,Quận 12,Honda,Dòng khác,Tay côn/Moto,Trên 175 cc,Thái Lan,36.0
5786,18,Quận 12,Honda,Cub,Xe số,50 - 100 cc,Việt Nam,3.0
100000,12,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Đang cập nhật,12.5
30000,6,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,11.5
10800,2,Quận 12,SYM,Galaxy,Xe số,Dưới 50 cc,Đài Loan,12.0
30000,8,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,14.5
25000,15,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,6.8
70000,14,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Trung Quốc,4.7
83000,9,Quận 12,Honda,Winner,Tay côn/Moto,100 - 175 cc,Việt Nam,17.0
30,15,Quận 12,Yamaha,Exciter,Xe số,100 - 175 cc,Việt Nam,39.8
3000,3,Quận 12,Suzuki,GD,Tay côn/Moto,100 - 175 cc,Đang cập nhật,25.0
20000,4,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,17.8
0,0,Quận 12,Honda,SH Mode,Tay ga,100 - 175 cc,Nước khác,57.0
40000,11,Quận 12,Yamaha,FZ,Tay côn/Moto,100 - 175 cc,Đang cập nhật,18.0
50,0,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,38.5
30000,13,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,21.5
40000,11,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Trung Quốc,15.0
53000,12,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Đang cập nhật,8.8
4933,7,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,16.0
12000,2,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,16.5
50000,15,Quận 12,Yamaha,Nouvo,Tay ga,100 - 175 cc,Đang cập nhật,1.5
30000,17,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Thái Lan,7.8
9999,10,Quận 12,SYM,Attila,Tay ga,Other,Bảo hành hãng,3.8
70000,21,Quận 12,Honda,Dòng khác,Tay ga,Other,Bảo hành hãng,2.0
55000,9,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Nhật Bản,25.0
28000,7,Quận 12,Honda,SH,Tay ga,Other,Bảo hành hãng,67.0
50000,9,Quận 12,Honda,Air Blade,Tay ga,Other,Bảo hành hãng,17.0
0,11,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,7.5
6878,1,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Đang cập nhật,36.0
52700,8,Quận 12,Honda,Winner,Tay côn/Moto,100 - 175 cc,Đang cập nhật,11.5
7000,1,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Nước khác,25.0
8000,6,Quận 12,Detech,Espero,Xe số,Dưới 50 cc,Hàn Quốc,7.3
25000,13,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Đang cập nhật,6.7
20000,3,Quận 12,Hãng khác,Dòng khác,Xe số,50 - 100 cc,Đang cập nhật,3.5
45678,18,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Trung Quốc,3.8
50000,15,Quận 12,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Đang cập nhật,4.0
70000,8,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Việt Nam,18.8
25000,19,Quận 12,Honda,Future,Xe số,100 - 175 cc,Nhật Bản,35.0
10000,19,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,3.8
1111,8,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Nước khác,7.5
31000,6,Quận 12,Honda,CB,Tay côn/Moto,100 - 175 cc,Nước khác,41.0
1111,28,Quận 12,Kawasaki,Max,Xe số,50 - 100 cc,Nhật Bản,1.7
86000,9,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,17.8
1,11,Quận 12,Honda,Lead,Tay ga,100 - 175 cc,Thái Lan,15.2
25000,10,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,9.6
48000,8,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Nước khác,22.0
25000,16,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Đang cập nhật,5.9
25000,19,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Đang cập nhật,7.7
41000,4,Quận 12,Honda,Dream,Xe số,100 - 175 cc,Việt Nam,26.5
53908,8,Quận 12,Suzuki,GZ,Tay côn/Moto,100 - 175 cc,Nhật Bản,40.0
42000,19,Quận 12,Honda,@,Tay ga,100 - 175 cc,Đang cập nhật,3.8
20000,12,Quận 12,Honda,Vision,Tay ga,100 - 175 cc,Nước khác,9.8
100000,15,Quận 12,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Việt Nam,2.5
51000,8,Quận 12,Yamaha,Exciter,Xe số,100 - 175 cc,Việt Nam,14.5
4000,15,Quận 12,SYM,Dòng khác,Tay ga,100 - 175 cc,Việt Nam,5.0
0,11,Quận 12,Honda,Future,Xe số,100 - 175 cc,Việt Nam,1.0
4500,3,Quận 12,Honda,Winner X,Tay côn/Moto,100 - 175 cc,Việt Nam,20.5
10000,15,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,8.0
32000,26,Quận 12,Halim,Dòng khác,Xe số,50 - 100 cc,Đang cập nhật,6.8
100000,6,Quận 12,SYM,Star,Tay côn/Moto,100 - 175 cc,Đài Loan,5.7
1000,11,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,32.0
82000,13,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,50.0
70000,20,Quận 12,Honda,Future,Xe số,100 - 175 cc,Thái Lan,23.0
14000,2,Quận 12,Honda,Vario,Tay ga,100 - 175 cc,Việt Nam,29.999999
30000,14,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Việt Nam,15.8
38000,6,Quận 12,Honda,Vario,Tay ga,100 - 175 cc,Nhật Bản,31.5
20000,5,Quận 12,Honda,Wave,Xe số,100 - 175 cc,Việt Nam,11.8
100000,14,Quận 12,Yamaha,Sirius,Xe số,100 - 175 cc,Việt Nam,8.0
25000,12,Quận 12,Kymco,Candy Hi,Tay ga,Dưới 50 cc,Đang cập nhật,6.9
52000,8,Quận 12,Honda,Future,Xe số,100 - 175 cc,Việt Nam,15.5
99999,11,Quận 12,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Đang cập nhật,2.8
15000,12,Quận 12,Honda,Air Blade,Tay ga,100 - 175 cc,Việt Nam,19.5
48000,21,Quận 12,Honda,@,Tay ga,100 - 175 cc,Việt Nam,9.0
20000,5,Quận 12,Honda,Sonic,Tay côn/Moto,100 - 175 cc,Việt Nam,20.0
55000,6,Quận 12,Honda,Winner,Tay côn/Moto,100 - 175 cc,Việt Nam,13.8
55000,13,Quận 12,Suzuki,Hayate,Tay ga,100 - 175 cc,Nhật Bản,4.9
50000,8,Quận 12,Yamaha,Exciter,Tay côn/Moto,100 - 175 cc,Nhật Bản,13.0
78000,4,Quận 12,Yamaha,Janus,Tay ga,100 - 175 cc,Việt Nam,12.5
10000,20,Quận 12,Hãng khác,Dòng khác,Xe số,100 - 175 cc,Nước khác,2.5
99999,15,Quận 12,Honda,Click,Tay ga,100 - 175 cc,Việt Nam,7.0
47000,7,Quận 12,Honda,SH,Tay ga,100 - 175 cc,Việt Nam,57.0
18000,19,Quận 12,Honda,Wave,Xe số,50 - 100 cc,Trung Quốc,1.8
50000,12,Quận 12,Yamaha,Nouvo,Tay ga,50 - 100 cc,Việt Nam,6.8
24363,8,Quận 12,Honda,Future,Xe số,100 - 175 cc,Đang cập nhật,17.0
